ïmedianearnings,meanearnings,emprate,laborpart,percentemploymentstatuscivilianl,dpark,dmarket,test,id,id2,geography,govworkers,bachelorsorhigher,mtraveltime,nonag,selfemp,financesectorinvest,oldagedepratio,meanhousingsize,occhealth2,popdensity,v22,v23,v24,estimatesexandagetotalpopulation,estimateemploymentstatuspopulati,v27,sqmiles,estimateinthelaborforceemployedw,v30,estimateinthelaborforcenoninst,v32,occhealth,latitude,longitude
25338,54534,85.4,62,14.6,19.17139,.4313023,.451876,"1400000US23019000500",2.302e+10,"Census Tract 5, Penobscot County, Maine",17,28.9,12.8,93.9,5.4,5.7,15,1.995,.95,4368.854,"1400000US23019000500",2.302e+10,"Census Tract 5, Penobscot County, Maine",3678,3139,14.6,.842,90,,1813,90,.0496415,44.80547,-68.78709
23056,48826,87.3,69.7,12.7,18.81965,1.169474,.5576225,"1400000US23019000600",2.302e+10,"Census Tract 6, Penobscot County, Maine",11.6,22.2,18.7,98.8,6.7,5.4,10.1,2.27,.97,7522.301,"1400000US23019000600",2.302e+10,"Census Tract 6, Penobscot County, Maine",2204,2033,12.7,.293,40,,1329,40,.0300978,44.79594,-68.77853
30900,65576,91,64.3,9,18.47709,1.393781,.5039124,"1400000US23019000700",2.302e+10,"Census Tract 7, Penobscot County, Maine",19.8,40,17,98.3,2.2,5.9,24,1.975,.915,384.1326,"1400000US23019000700",2.302e+10,"Census Tract 7, Penobscot County, Maine",2556,2220,9,6.654,110,,1301,110,.0845503,44.80738,-68.82334
21233,43819,89.8,53.3,10.2,20.30636,2.627442,.3572089,"1400000US23019000900",2.302e+10,"Census Tract 9, Penobscot County, Maine",16.4,22.1,15,99.3,5.3,1.9,27.6,2.39,.922,934.3469,"1400000US23019000900",2.302e+10,"Census Tract 9, Penobscot County, Maine",6492,4843,10.2,6.948,188,,2399,188,.078366,44.83775,-68.82861
39026,95615,96.6,72.6,3.4,12.59152,6.760151,.58003,"1400000US23019002000",2.302e+10,"Census Tract 20, Penobscot County, Maine",8.3,40.8,20,98.6,5.4,5.5,22.1,2.31,.972,193.4997,"1400000US23019002000",2.302e+10,"Census Tract 20, Penobscot County, Maine",7341,6087,3.4,37.938,115,,4139,115,.0277845,44.73287,-68.88288
37153,68088,91.9,64.1,8.1,14.25855,7.09221,.4795338,"1400000US23019003000",2.302e+10,"Census Tract 30, Penobscot County, Maine",16.1,29.6,19,94.7,7.2,5.7,29.8,1.99,.938,147.6142,"1400000US23019003000",2.302e+10,"Census Tract 30, Penobscot County, Maine",3689,3060,8.1,24.991,111,,1797,111,.0617696,44.70695,-68.77034
24077,52058,96.2,68.6,3.8,17.92885,2.163073,.5669935,"1400000US23019004100",2.302e+10,"Census Tract 41, Penobscot County, Maine",12.1,24,15.5,94.3,4.1,5.7,11.9,2.38,.955,3103.077,"1400000US23019004100",2.302e+10,"Census Tract 41, Penobscot County, Maine",1836,1578,3.8,.592,45,,996,45,.0451807,44.77971,-68.77658
36675,81078,98.1,64.8,1.9,17.95968,3.694721,.5417175,"1400000US23019004200",2.302e+10,"Census Tract 42, Penobscot County, Maine",18.6,29.8,17.5,98.6,6.2,6,37.3,2.255,.967,386.8927,"1400000US23019004200",2.302e+10,"Census Tract 42, Penobscot County, Maine",2457,2093,1.9,6.351,41,,1240,41,.0330645,44.76579,-68.74911
30817,78165,93.2,73.7,6.8,20.86443,4.039872,.5485874,"1400000US23019004300",2.302e+10,"Census Tract 43, Penobscot County, Maine",20.1,29.3,17.9,90.4,5.1,2.8,21.3,2.41,.895,601.9359,"1400000US23019004300",2.302e+10,"Census Tract 43, Penobscot County, Maine",4991,3984,6.8,8.292,284,,2693,284,.1054586,44.79951,-68.71374
27321,82379,93.7,62.4,6.3,23.52082,4.810557,.4935132,"1400000US23019005000",2.302e+10,"Census Tract 50, Penobscot County, Maine",10.1,37.5,18.1,94.5,5,5.6,32.4,2.235,.93,636.5215,"1400000US23019005000",2.302e+10,"Census Tract 50, Penobscot County, Maine",1927,1634,6.3,3.027,64,,916,64,.069869,44.8474,-68.71413
10843,42299,92,62,8,26.33056,7.678124,.5405772,"1400000US23019006100",2.302e+10,"Census Tract 61, Penobscot County, Maine",24.6,56.6,15.6,100,2.6,3.1,12.9,2.51,.938,1406.016,"1400000US23019006100",2.302e+10,"Census Tract 61, Penobscot County, Maine",2945,2789,8,2.095,103,,1650,103,.0624242,44.87553,-68.67068
29250,89333,90.5,65.4,9.5,24.92775,5.783189,.4754149,"1400000US23019006200",2.302e+10,"Census Tract 62, Penobscot County, Maine",29.2,60.6,15.1,93.3,7.1,3.7,38,2.375,.947,220.8882,"1400000US23019006200",2.302e+10,"Census Tract 62, Penobscot County, Maine",3254,2668,9.5,14.731,85,,1601,85,.0530918,44.88168,-68.73865
4602,52661,85.6,47.4,14.4,27.97179,9.080862,.3978751,"1400000US23019006300",2.302e+10,"Census Tract 63, Penobscot County, Maine",34.5,60.2,14.7,94.3,4.7,1.3,2.2,2.215,.979,3387.281,"1400000US23019006300",2.302e+10,"Census Tract 63, Penobscot County, Maine",4612,4523,14.4,1.362,44,,2120,44,.0207547,44.90144,-68.6647
20410,48480,91.8,61.7,8.2,29.98923,10.89991,.4815048,"1400000US23019007100",2.302e+10,"Census Tract 71, Penobscot County, Maine",33.3,28.9,22.1,93.8,2.7,2.9,23.1,2.245,.932,847.9592,"1400000US23019007100",2.302e+10,"Census Tract 71, Penobscot County, Maine",4758,4047,8.2,5.611,163,,2383,163,.0684012,44.93653,-68.66586
23980,56769,92.3,70.6,7.7,29.40679,10.44251,.5222644,"1400000US23019007200",2.302e+10,"Census Tract 72, Penobscot County, Maine",18.1,29.3,18.1,96.1,7,4,18.6,2.62,.884,87.15107,"1400000US23019007200",2.302e+10,"Census Tract 72, Penobscot County, Maine",2897,2324,7.7,33.241,177,,1525,177,.1160656,44.95417,-68.73969
30593,62872,95.6,67.1,4.4,31.20191,13.57348,.5381604,"1400000US23019008001",2.302e+10,"Census Tract 80.01, Penobscot County, Maine",20.2,21,24.3,87.1,4.6,5.4,21.9,2.26,.93,48.33423,"1400000US23019008001",2.302e+10,"Census Tract 80.01, Penobscot County, Maine",4599,3859,4.4,95.15,176,,2500,176,.0704,44.89448,-68.54675
29656,57341,92.9,65.7,7.1,24.82488,10.07168,.5011582,"1400000US23019009000",2.302e+10,"Census Tract 90, Penobscot County, Maine",14,24.7,23.6,97.4,6.2,4.6,25.4,2.27,.94,66.53422,"1400000US23019009000",2.302e+10,"Census Tract 90, Penobscot County, Maine",6044,4962,7.1,90.84,180,,2986,180,.0602813,44.79353,-68.59118
33601,73876,96.2,72,3.8,17.88131,5.539923,.5637853,"1400000US23019010000",2.302e+10,"Census Tract 100, Penobscot County, Maine",10.3,25,20.6,93.2,6.9,8.4,19.3,2.38,.962,159.9841,"1400000US23019010000",2.302e+10,"Census Tract 100, Penobscot County, Maine",5738,4669,3.8,35.866,118,,3073,118,.038399,44.81771,-68.90691
27746,63035,94.8,71.3,5.2,16.3784,10.24425,.5644524,"1400000US23019011000",2.302e+10,"Census Tract 110, Penobscot County, Maine",11.3,15.5,25.1,98.3,10.1,2,22.4,2.645,.943,76.23915,"1400000US23019011000",2.302e+10,"Census Tract 110, Penobscot County, Maine",2785,2362,5.2,36.53,88,,1551,88,.0567376,44.80045,-69.00312
32008,68703,96.1,67.1,3.9,9.562696,12.757,.5276153,"1400000US23019012000",2.302e+10,"Census Tract 120, Penobscot County, Maine",11.8,27.2,30.3,98.1,5.3,4.9,28.1,2.4,.929,49.6302,"1400000US23019012000",2.302e+10,"Census Tract 120, Penobscot County, Maine",1539,1260,3.9,31.009,56,,793,56,.0706179,44.701,-69.00623
28536,58503,93.8,65,6.2,15.08532,19.56558,.4971515,"1400000US23019012500",2.302e+10,"Census Tract 125, Penobscot County, Maine",18.5,17,31.6,95.4,8.5,3.9,28.2,2.295,.91,39.88413,"1400000US23019012500",2.302e+10,"Census Tract 125, Penobscot County, Maine",2633,2187,6.2,66.016,114,,1272,114,.0896226,44.73016,-69.17741
27389,65491,88.1,53.2,11.9,24.34025,21.54127,.3845917,"1400000US23019013000",2.302e+10,"Census Tract 130, Penobscot County, Maine",12.3,18.8,32.6,96.7,7.9,2.3,32.5,2.2,.895,109.9961,"1400000US23019013000",2.302e+10,"Census Tract 130, Penobscot County, Maine",3245,2682,11.9,29.501,137,,1311,137,.1045004,44.86966,-69.22485
26104,60732,92.7,60.8,7.3,20.47883,16.68536,.4540541,"1400000US23019013500",2.302e+10,"Census Tract 135, Penobscot County, Maine",13.4,17.4,31.4,90.4,9.4,3.4,25.3,2.925,.916,43.31256,"1400000US23019013500",2.302e+10,"Census Tract 135, Penobscot County, Maine",2590,2086,7.3,59.798,96,,1137,96,.0844327,44.83974,-69.13162
27917,55746,97.5,56.7,2.5,21.71219,24.59348,.4727366,"1400000US23019014000",2.302e+10,"Census Tract 140, Penobscot County, Maine",5.2,19.5,36.4,100,9.1,4.4,38.7,2.24,.948,50.26165,"1400000US23019014000",2.302e+10,"Census Tract 140, Penobscot County, Maine",1944,1676,2.5,38.678,46,,893,46,.0515118,44.9437,-69.25822
22179,46822,88.2,52.3,11.8,14.88424,28.76202,.3930636,"1400000US23019015000",2.302e+10,"Census Tract 150, Penobscot County, Maine",18.9,15.6,31.4,78.9,2.1,2.5,37.1,2.25,.918,108.3526,"1400000US23019015000",2.302e+10,"Census Tract 150, Penobscot County, Maine",3806,3243,11.8,35.126,128,,1560,128,.0820513,45.04257,-69.27964
29737,58407,92.4,54.3,7.6,18.8424,21.52015,.3903676,"1400000US23019015500",2.302e+10,"Census Tract 155, Penobscot County, Maine",17.3,17.5,30.7,96.4,7.1,2.2,31.3,2.685,.94,31.05001,"1400000US23019015500",2.302e+10,"Census Tract 155, Penobscot County, Maine",2367,1842,7.6,76.232,56,,932,56,.0600858,45.00136,-69.13909
30538,58252,96.2,61.2,3.8,21.62932,10.98668,.4728813,"1400000US23019018000",2.302e+10,"Census Tract 180, Penobscot County, Maine",17.7,20.6,26.9,95.7,4.5,3.7,26.1,2.62,.927,98.14321,"1400000US23019018000",2.302e+10,"Census Tract 180, Penobscot County, Maine",2950,2389,3.8,30.058,96,,1324,96,.0725076,44.87687,-68.99671
27375,56109,92,59.5,8,23.03783,17.80961,.4392523,"1400000US23019020500",2.302e+10,"Census Tract 205, Penobscot County, Maine",11.7,17.6,32.7,99.1,6.4,2.7,25.5,2.785,.933,36.65179,"1400000US23019020500",2.302e+10,"Census Tract 205, Penobscot County, Maine",2889,2336,8,78.823,83,,1246,83,.0666132,45.05618,-68.89455
29688,58390,92.5,58.2,7.5,27.0519,22.26126,.4592552,"1400000US23019021500",2.302e+10,"Census Tract 215, Penobscot County, Maine",17.3,15.2,33.4,97.4,7.5,3.6,24.7,2.26,.936,12.07699,"1400000US23019021500",2.302e+10,"Census Tract 215, Penobscot County, Maine",1853,1585,7.5,153.432,54,,838,54,.0644391,45.12872,-68.74702
28467,61053,93.3,58.8,6.7,34.71129,23.76571,.4616193,"1400000US23019022500",2.302e+10,"Census Tract 225, Penobscot County, Maine",9.3,9.5,41.7,85.7,5.1,5.8,26,2.515,.924,28.50974,"1400000US23019022500",2.302e+10,"Census Tract 225, Penobscot County, Maine",1902,1603,6.7,66.714,67,,879,67,.076223,45.11898,-68.5869
29924,63479,90.4,50.7,9.6,45.31388,36.70396,.3902332,"1400000US23019024500",2.302e+10,"Census Tract 245, Penobscot County, Maine",16.8,13.3,29.6,90.9,5.7,2.3,37.8,2.32,.923,6.822147,"1400000US23019024500",2.302e+10,"Census Tract 245, Penobscot County, Maine",2273,1936,9.6,333.18,69,,897,69,.0769231,45.23151,-68.34189
25750,46645,84.4,46.2,15.6,44.55918,54.73361,.3347413,"1400000US23019025500",2.302e+10,"Census Tract 255, Penobscot County, Maine",16.4,9.2,36.3,98.5,12.1,.6,34.6,2.045,.9,5.787226,"1400000US23019025500",2.302e+10,"Census Tract 255, Penobscot County, Maine",1894,1624,15.6,327.273,71,,709,71,.100141,45.45113,-68.14027
30469,54711,90.7,52.3,9.3,32.11569,51.14174,.4082296,"1400000US23019026500",2.302e+10,"Census Tract 265, Penobscot County, Maine",14.6,8.4,28.3,85.9,7.3,3.7,30.6,2.165,.942,14.22756,"1400000US23019026500",2.302e+10,"Census Tract 265, Penobscot County, Maine",1847,1590,9.3,129.818,45,,772,45,.0582902,45.51751,-68.49426
26752,54186,92.8,52.5,7.2,41.02049,41.57063,.4005952,"1400000US23019027000",2.302e+10,"Census Tract 270, Penobscot County, Maine",8.8,13.1,29,94.2,7.7,1.9,36.8,2.48,.926,74.3065,"1400000US23019027000",2.302e+10,"Census Tract 270, Penobscot County, Maine",5040,4141,7.2,67.827,151,,2044,151,.0738748,45.35492,-68.43951
27784,54161,91.6,63.1,8.4,33.58507,34.47831,.4742744,"1400000US23019028000",2.302e+10,"Census Tract 280, Penobscot County, Maine",15.9,12.9,32.9,91,7.2,3.2,35.3,2.22,.921,54.66129,"1400000US23019028000",2.302e+10,"Census Tract 280, Penobscot County, Maine",1516,1245,8.4,27.734,56,,709,56,.0789845,45.28411,-68.58223
19226,53146,89.5,48.4,10.5,26.16489,35.16708,.3491436,"1400000US23019028500",2.302e+10,"Census Tract 285, Penobscot County, Maine",17.7,17.5,27,100,2.6,5.7,36.7,2.96,.932,16.17215,"1400000US23019028500",2.302e+10,"Census Tract 285, Penobscot County, Maine",1518,1224,10.5,93.865,37,,542,37,.0682657,45.3159,-68.73956
22114,48265,89.4,51.2,10.6,1.208396,80.36646,.4097587,"1400000US23019029000",2.302e+10,"Census Tract 290, Penobscot County, Maine",17.9,13.8,20.6,100,10.8,4,49.2,1.91,.951,1.627353,"1400000US23019029000",2.302e+10,"Census Tract 290, Penobscot County, Maine",1906,1707,10.6,1171.227,37,,760,37,.0486842,45.97091,-68.72705
24717,53348,93.3,47.1,6.7,21.38738,58.11482,.3799635,"1400000US23019030000",2.302e+10,"Census Tract 300, Penobscot County, Maine",11.2,10.2,18.9,83.5,8,5.9,52.7,1.965,.977,398.1462,"1400000US23019030000",2.302e+10,"Census Tract 300, Penobscot County, Maine",4382,3789,6.7,11.006,38,,1684,38,.0225653,45.64716,-68.70248
26550,49552,89.1,50.8,10.9,21.65818,59.17784,.3777412,"1400000US23019031000",2.302e+10,"Census Tract 310, Penobscot County, Maine",13.1,12,18.4,95.4,6,2.3,39.5,2.03,.926,257.0074,"1400000US23019031000",2.302e+10,"Census Tract 310, Penobscot County, Maine",1824,1522,10.9,7.097,51,,689,51,.0740203,45.65364,-68.59736
21403,72653,94.7,59,5.3,22.23738,3.131242,.5083296,"1400000US23019031100",2.302e+10,"Census Tract 311, Penobscot County, Maine",12.9,30.2,15.4,90.6,6.6,6.3,33.2,2.015,.962,435.3358,"1400000US23019031100",2.302e+10,"Census Tract 311, Penobscot County, Maine",6663,6055,5.3,15.305,123,,3268,123,.0376377,44.85112,-68.77467
30057,58102,93.8,55,6.2,19.53978,19.28096,.4080378,"1400000US23019031200",2.302e+10,"Census Tract 312, Penobscot County, Maine",18.1,14.4,29.7,98.2,9.6,2,24.9,2.72,.924,52.33692,"1400000US23019031200",2.302e+10,"Census Tract 312, Penobscot County, Maine",4230,3346,6.2,80.822,132,,1731,132,.0762565,45.03648,-69.02122
35106,74488,91.4,70.2,8.6,25.2599,8.886619,.5144979,"1400000US23019031300",2.302e+10,"Census Tract 313, Penobscot County, Maine",13.6,24.1,25.5,89.3,9.3,2.8,14.1,2.575,.887,128.7214,"1400000US23019031300",2.302e+10,"Census Tract 313, Penobscot County, Maine",5656,4553,8.6,43.94,350,,3088,350,.113342,44.92255,-68.87789
17228,42024,91.8,59.5,8.2,31.76026,12.61706,.4296296,"1400000US23019940000",2.302e+10,"Census Tract 9400, Penobscot County, Maine",32.8,16.4,18.5,95.5,4.3,3.7,19.5,2.53,.883,111.1262,"1400000US23019940000",2.302e+10,"Census Tract 9400, Penobscot County, Maine",810,637,8.2,7.289,40,,342,40,.1169591,44.96725,-68.66862
25216,43104,86.6,58.4,13.4,10.26681,62.40439,.4156928,"1400000US23021960301",2.302e+10,"Census Tract 9603.01, Piscataquis County, Maine",11.8,15.9,33.2,95.2,14.9,5.5,57.6,2.26,.947,15.83106,"1400000US23021960301",2.302e+10,"Census Tract 9603.01, Piscataquis County, Maine",1797,1478,13.4,113.511,41,,775,41,.0529032,45.45551,-69.68581
26042,43267,88,42.4,12,25.87507,84.76132,.3529412,"1400000US23021960302",2.302e+10,"Census Tract 9603.02, Piscataquis County, Maine",25,25.9,24,100,11.9,0,83.7,1.885,.84,.1580363,"1400000US23021960302",2.302e+10,"Census Tract 9603.02, Piscataquis County, Maine",476,451,12,3011.966,27,,169,27,.1597633,45.9935,-69.24702
23472,52545,93.2,50.2,6.8,10.53467,48.24748,.4187558,"1400000US23021960400",2.302e+10,"Census Tract 9604, Piscataquis County, Maine",20,23.5,29.7,95.2,15.3,1.3,48,1.9,.869,4.163806,"1400000US23021960400",2.302e+10,"Census Tract 9604, Piscataquis County, Maine",1077,964,6.8,258.658,56,,426,56,.1314554,45.31845,-69.46842
26250,53680,89.3,52.1,10.7,15.09857,42.72359,.3956113,"1400000US23021960500",2.302e+10,"Census Tract 9605, Piscataquis County, Maine",17.1,12,26.7,100,10.9,2.4,31,2.23,.896,9.741075,"1400000US23021960500",2.302e+10,"Census Tract 9605, Piscataquis County, Maine",1595,1356,10.7,163.74,70,,673,70,.1040119,45.14018,-69.53051
25216,48239,89.8,52.3,10.2,6.881746,36.1399,.3975368,"1400000US23021960600",2.302e+10,"Census Tract 9606, Piscataquis County, Maine",8.5,12.5,23.6,82.5,14.3,1.9,33.2,2.25,.908,39.88202,"1400000US23021960600",2.302e+10,"Census Tract 9606, Piscataquis County, Maine",2923,2476,10.2,73.291,105,,1145,105,.0917031,45.168,-69.33052
26794,57817,91.3,53.2,8.7,6.68856,32.12581,.4222602,"1400000US23021960700",2.302e+10,"Census Tract 9607, Piscataquis County, Maine",15.1,22.7,20.4,98.6,6,2.8,42.6,2.005,.904,60.42267,"1400000US23021960700",2.302e+10,"Census Tract 9607, Piscataquis County, Maine",4097,3563,8.7,67.806,160,,1670,160,.0958084,45.17802,-69.1927
25121,49590,90.3,46.5,9.7,13.43952,30.12018,.3412969,"1400000US23021960800",2.302e+10,"Census Tract 9608, Piscataquis County, Maine",18.1,12.8,23.9,94.3,6.9,2.1,31.5,2.295,.935,20.35081,"1400000US23021960800",2.302e+10,"Census Tract 9608, Piscataquis County, Maine",3809,3098,9.7,187.167,88,,1344,88,.0654762,45.21938,-69.00002
25732,41293,89.1,50,10.9,18.1274,40.1674,.3716536,"1400000US23021960900",2.302e+10,"Census Tract 9609, Piscataquis County, Maine",12.9,9.3,20.1,94.3,10.4,3,44,2.045,.842,14.99487,"1400000US23021960900",2.302e+10,"Census Tract 9609, Piscataquis County, Maine",1270,1061,10.9,84.696,75,,476,75,.157563,45.38056,-68.94097
31362,54928,94.2,63.9,5.8,19.48826,13.608,.4895311,"1400000US23023970100",2.302e+10,"Census Tract 9701, Sagadahoc County, Maine",15.1,18.7,29.1,95.2,6.4,5.5,29.2,2.145,.995,111.5101,"1400000US23023970100",2.302e+10,"Census Tract 9701, Sagadahoc County, Maine",3391,2759,5.8,30.41,8,,1656,8,.0048309,44.11683,-69.82961
29175,66241,92.9,71.4,7.1,16.64443,15.29019,.566245,"1400000US23023970200",2.302e+10,"Census Tract 9702, Sagadahoc County, Maine",15.4,30.1,27.4,97.8,7.5,4.9,25.6,2.155,.938,75.02005,"1400000US23023970200",2.302e+10,"Census Tract 9702, Sagadahoc County, Maine",6008,5125,7.1,80.085,211,,3378,211,.062463,44.04791,-69.91637
32005,78720,98.6,66,1.4,11.4448,15.09167,.5422397,"1400000US23023970301",2.302e+10,"Census Tract 9703.01, Sagadahoc County, Maine",23.1,42.7,23.9,95.5,6.3,5.8,37.9,2.27,.981,187.4414,"1400000US23023970301",2.302e+10,"Census Tract 9703.01, Sagadahoc County, Maine",4581,3821,1.4,24.44,44,,2331,44,.018876,43.96994,-69.97168
36299,86333,94.1,68.9,5.9,11.51818,18.03292,.5496386,"1400000US23023970302",2.302e+10,"Census Tract 9703.02, Sagadahoc County, Maine",10.1,41.6,19.8,93.7,3.9,4.2,27.5,2.12,.969,534.9005,"1400000US23023970302",2.302e+10,"Census Tract 9703.02, Sagadahoc County, Maine",4150,3554,5.9,7.758,70,,2239,70,.031264,43.94214,-69.92685
31709,68476,95.5,63.3,4.5,9.073528,26.25351,.4959857,"1400000US23023970400",2.302e+10,"Census Tract 9704, Sagadahoc County, Maine",12.2,32.9,22.6,96.2,13.4,3.1,39.3,2.525,.934,73.00144,"1400000US23023970400",2.302e+10,"Census Tract 9704, Sagadahoc County, Maine",4484,3678,4.5,61.423,135,,2055,135,.0656934,43.90838,-69.76009
24452,58760,94.5,60.7,5.5,13.00717,21.2144,.4564851,"1400000US23023970500",2.302e+10,"Census Tract 9705, Sagadahoc County, Maine",8.9,30.6,19.9,92.6,6.2,5.7,30.3,2.04,.868,811.1887,"1400000US23023970500",2.302e+10,"Census Tract 9705, Sagadahoc County, Maine",5343,4252,5.5,6.587,319,,2422,319,.1317093,43.94699,-69.84583
28494,62299,95.2,69.5,4.8,9.013748,24.26403,.5185556,"1400000US23023970600",2.302e+10,"Census Tract 9706, Sagadahoc County, Maine",16.4,34.2,20.4,99.3,13.3,4.4,24.3,2.23,.957,1191.224,"1400000US23023970600",2.302e+10,"Census Tract 9706, Sagadahoc County, Maine",2991,2369,4.8,2.511,64,,1483,64,.0431558,43.88824,-69.8267
34966,80605,95.5,60.9,4.5,3.532074,22.36767,.4873388,"1400000US23023970700",2.302e+10,"Census Tract 9707, Sagadahoc County, Maine",12.9,35.8,22.9,93.3,11.2,3.2,41.2,2.21,.97,103.4105,"1400000US23023970700",2.302e+10,"Census Tract 9707, Sagadahoc County, Maine",4186,3507,4.5,40.479,56,,1868,56,.0299786,43.78613,-69.84293
31188,55288,95.7,56.1,4.3,23.31133,90.32281,.4360731,"1400000US23025965301",2.303e+10,"Census Tract 9653.01, Somerset County, Maine",18.8,16.5,8.8,98,5.5,1.6,33.3,2.1,.89,10.77102,"1400000US23025965301",2.303e+10,"Census Tract 9653.01, Somerset County, Maine",876,711,4.3,81.329,41,,372,41,.1102151,45.64769,-70.21439
19722,41429,93.5,51.2,6.5,14.54816,89.56683,.4287739,"1400000US23025965302",2.303e+10,"Census Tract 9653.02, Somerset County, Maine",13.6,11.3,22.7,96.3,14.2,.7,49.6,2.035,.879,.4984419,"1400000US23025965302",2.303e+10,"Census Tract 9653.02, Somerset County, Maine",1411,1263,6.5,2830.821,70,,577,70,.1213172,45.77295,-70.02309
23235,41659,86.8,47.5,13.2,26.06489,43.12519,.3493217,"1400000US23025965600",2.303e+10,"Census Tract 9656, Somerset County, Maine",10.3,14.2,32.5,96.8,13.5,1.8,39.6,2.27,.957,17.04026,"1400000US23025965600",2.303e+10,"Census Tract 9656, Somerset County, Maine",2064,1750,13.2,121.125,32,,750,32,.0426667,44.98476,-69.6378
26823,54647,94.5,56.8,5.5,20.75093,31.98516,.4446673,"1400000US23025965700",2.303e+10,"Census Tract 9657, Somerset County, Maine",10.8,12.6,29.9,94,5.1,1.2,28,2.645,.944,33.71454,"1400000US23025965700",2.303e+10,"Census Tract 9657, Somerset County, Maine",2991,2479,5.5,88.715,72,,1297,72,.0555127,44.97288,-69.40402
25250,54970,92.2,59.9,7.8,25.31895,26.79156,.4528614,"1400000US23025965800",2.303e+10,"Census Tract 9658, Somerset County, Maine",10.6,14.2,27.3,97.7,7.1,3.7,31.6,2.465,.913,50.04437,"1400000US23025965800",2.303e+10,"Census Tract 9658, Somerset County, Maine",3023,2491,7.8,60.406,117,,1343,117,.0871184,44.82514,-69.33959
22337,44571,86.7,54.4,13.3,28.84875,35.98225,.4071856,"1400000US23025965900",2.303e+10,"Census Tract 9659, Somerset County, Maine",15.6,14.3,27.2,98,6.3,4.7,29.6,2.43,.926,45.00814,"1400000US23025965900",2.303e+10,"Census Tract 9659, Somerset County, Maine",1670,1442,13.3,37.104,55,,744,55,.0739247,44.87982,-69.5205
24174,56392,92.1,61.4,7.9,26.05342,31.51574,.4513553,"1400000US23025966000",2.303e+10,"Census Tract 9660, Somerset County, Maine",16.6,20.2,24.6,95.2,1.8,2.5,25.3,2.705,.916,85.76523,"1400000US23025966000",2.303e+10,"Census Tract 9660, Somerset County, Maine",4132,3296,7.9,48.178,157,,1864,157,.0842275,44.76984,-69.43367
30326,59725,89.6,61.4,10.4,33.50208,38.73835,.4478068,"1400000US23025966100",2.303e+10,"Census Tract 9661, Somerset County, Maine",12.2,16.5,30.3,82.2,9.7,2,23,2.42,.961,43.98584,"1400000US23025966100",2.303e+10,"Census Tract 9661, Somerset County, Maine",3602,2934,10.4,81.89,65,,1652,65,.0393462,44.86658,-69.67446
25675,59733,94,52.2,6,31.38032,45.9542,.4226328,"1400000US23025966200",2.303e+10,"Census Tract 9662, Somerset County, Maine",14.5,17,23.6,100,9.8,4.2,34.9,2.105,.911,23.23175,"1400000US23025966200",2.303e+10,"Census Tract 9662, Somerset County, Maine",1732,1492,6,74.553,65,,730,65,.0890411,44.97611,-69.7734
26580,59603,90.9,55.3,9.1,25.84882,45.75741,.4379015,"1400000US23025966300",2.303e+10,"Census Tract 9663, Somerset County, Maine",13.7,19.4,36.4,99.2,9.7,2.3,47.6,2.105,.939,11.66434,"1400000US23025966300",2.303e+10,"Census Tract 9663, Somerset County, Maine",1868,1627,9.1,160.146,50,,821,50,.0609013,44.9561,-69.9894
26059,48381,86.3,66.1,13.7,22.60691,37.45165,.4463878,"1400000US23025966400",2.303e+10,"Census Tract 9664, Somerset County, Maine",10.5,9.2,25.1,93.3,10.3,3.6,21.6,2.48,.922,55.3777,"1400000US23025966400",2.303e+10,"Census Tract 9664, Somerset County, Maine",2630,2107,13.7,47.492,102,,1315,102,.0775665,44.83628,-69.96639
31293,58240,95,49.5,5,30.21549,35.6262,.3885377,"1400000US23025966500",2.303e+10,"Census Tract 9665, Somerset County, Maine",12.3,16.7,24.5,100,2.7,3.1,38.3,2.2,.922,91.48107,"1400000US23025966500",2.303e+10,"Census Tract 9665, Somerset County, Maine",4746,3921,5,51.88,142,,1821,142,.0779791,44.82635,-69.79971
22619,49752,93.9,52.2,6.1,31.3289,33.51006,.409396,"1400000US23025966600",2.303e+10,"Census Tract 9666, Somerset County, Maine",11.8,21,19.7,98.5,12.4,6.9,43.4,2.17,.973,196.8891,"1400000US23025966600",2.303e+10,"Census Tract 9666, Somerset County, Maine",4321,3610,6.1,21.946,46,,1727,46,.0266358,44.78928,-69.66769
24341,53527,85.4,57.8,14.6,28.57419,30.06393,.4043179,"1400000US23025966700",2.303e+10,"Census Tract 9667, Somerset County, Maine",13.3,17.5,20.4,97.5,8.7,6.3,35.9,2.055,.925,110.467,"1400000US23025966700",2.303e+10,"Census Tract 9667, Somerset County, Maine",4076,3346,14.6,36.898,131,,1745,131,.0750716,44.73936,-69.6736
27454,55674,89.9,64.5,10.1,23.41951,24.26332,.4621861,"1400000US23025966800",2.303e+10,"Census Tract 9668, Somerset County, Maine",10.9,12.3,18.7,98.9,5,1.5,19.4,2.495,.934,123.7326,"1400000US23025966800",2.303e+10,"Census Tract 9668, Somerset County, Maine",6651,5301,10.1,53.753,213,,3218,213,.0661902,44.65165,-69.66128
25296,56181,90.2,65.3,9.8,28.32476,29.20111,.4934789,"1400000US23025966900",2.303e+10,"Census Tract 9669, Somerset County, Maine",14,16.3,22,93.8,10.2,.5,29.4,2.605,.899,66.00579,"1400000US23025966900",2.303e+10,"Census Tract 9669, Somerset County, Maine",3297,2759,9.8,49.95,163,,1610,163,.1012422,44.73253,-69.81966
