ïmedianearnings,meanearnings,emprate,laborpart,percentemploymentstatuscivilianl,dpark,dmarket,test,id,id2,geography,govworkers,bachelorsorhigher,mtraveltime,nonag,selfemp,financesectorinvest,oldagedepratio,meanhousingsize,occhealth2,popdensity,v22,v23,v24,estimatesexandagetotalpopulation,estimateemploymentstatuspopulati,v27,sqmiles,estimateinthelaborforceemployedw,v30,estimateinthelaborforcenoninst,v32,occhealth,latitude,longitude
16673,34848,85.7,48.3,14.3,6.742915,.9317361,.3479021,"1400000US23001010100",2.300e+10,"Census Tract 101, Androscoggin County, Maine",8,10,21.7,99,14.2,1.8,23.1,2.15,.851,5045.872,"1400000US23001010100",2.300e+10,"Census Tract 101, Androscoggin County, Maine",1716,1443,14.3,.34,102,,684,102,.1491228,44.09116,-70.22845
32507,107608,95.8,63.4,4.2,9.423351,4.407377,.5053373,"1400000US23001010200",2.300e+10,"Census Tract 102, Androscoggin County, Maine",13.5,30,17.7,98.1,8.2,5.4,27.8,2.235,.959,275.9983,"1400000US23001010200",2.300e+10,"Census Tract 102, Androscoggin County, Maine",4684,3895,4.2,16.971,95,,2331,95,.040755,44.15826,-70.25223
26050,43603,92.5,70.9,7.5,6.850629,.9694613,.5007045,"1400000US23001010300",2.300e+10,"Census Tract 103, Androscoggin County, Maine",9.4,20.5,24.4,98.3,8.9,5.5,15.1,2.21,.958,4578.837,"1400000US23001010300",2.300e+10,"Census Tract 103, Androscoggin County, Maine",2129,1627,7.5,.465,44,,1044,44,.0421456,44.0997,-70.23426
35462,66472,96.2,64.1,3.8,5.858475,1.803458,.4784053,"1400000US23001010400",2.300e+10,"Census Tract 104, Androscoggin County, Maine",12.7,22.2,20.2,98,2.9,10.6,44.3,2.71,.988,2764.133,"1400000US23001010400",2.300e+10,"Census Tract 104, Androscoggin County, Maine",2408,1868,3.8,.871,13,,1081,13,.0120259,44.08522,-70.24429
20559,36822,93.4,67,6.6,6.734147,1.160939,.4746269,"1400000US23001010500",2.300e+10,"Census Tract 105, Androscoggin County, Maine",7.1,11.6,19.5,99.3,6,8.8,18.7,2.33,.876,6685.062,"1400000US23001010500",2.300e+10,"Census Tract 105, Androscoggin County, Maine",2010,1524,6.6,.301,120,,966,120,.1242236,44.08477,-70.2234
33269,59861,92.5,73.4,7.5,5.496228,4.910584,.5497925,"1400000US23001010600",2.300e+10,"Census Tract 106, Androscoggin County, Maine",12.1,23.1,21.2,98.7,4.7,4.1,22.3,2.275,.945,123.8114,"1400000US23001010600",2.300e+10,"Census Tract 106, Androscoggin County, Maine",2892,2343,7.5,23.358,88,,1593,88,.0552417,44.03042,-70.2324
36657,79126,96.4,68.8,3.6,3.399245,4.290623,.5321656,"1400000US23001010700",2.300e+10,"Census Tract 107, Androscoggin County, Maine",9.2,24.7,19.9,99.7,2.4,7.8,21.3,2.305,.976,277.4452,"1400000US23001010700",2.300e+10,"Census Tract 107, Androscoggin County, Maine",3140,2519,3.6,11.318,39,,1636,39,.0238386,44.06962,-70.2897
35338,77667,96.8,66.7,3.2,6.023591,2.140907,.5219475,"1400000US23001010800",2.300e+10,"Census Tract 108, Androscoggin County, Maine",19.8,44,21.9,100,5.3,14.6,31.5,2.26,.952,694.6968,"1400000US23001010800",2.300e+10,"Census Tract 108, Androscoggin County, Maine",3964,3206,3.2,5.706,95,,1969,95,.0482478,44.10069,-70.25783
8827,19754,76.9,40.4,23.1,7.29617,.4342742,.2421696,"1400000US23001020100",2.300e+10,"Census Tract 201, Androscoggin County, Maine",1.9,8.3,16.3,100,7.9,3.2,31.1,2.115,.908,4757.747,"1400000US23001020100",2.300e+10,"Census Tract 201, Androscoggin County, Maine",1309,1019,23.1,.275,35,,380,35,.0921053,44.09465,-70.21835
25642,38760,84.9,67.3,15.1,7.839854,.4154208,.4211409,"1400000US23001020200",2.300e+10,"Census Tract 202, Androscoggin County, Maine",8,12.9,17.2,98.1,0,10.6,10.7,2.435,.923,3281.558,"1400000US23001020200",2.300e+10,"Census Tract 202, Androscoggin County, Maine",1192,878,15.1,.363,44,,573,44,.0767888,44.10633,-70.21625
12177,34324,92.2,53.5,7.8,8.24443,.6359506,.430157,"1400000US23001020300",2.300e+10,"Census Tract 203, Androscoggin County, Maine",6.7,15.3,16.9,95.9,7.2,2.9,22.3,1.88,.914,10376.2,"1400000US23001020300",2.300e+10,"Census Tract 203, Androscoggin County, Maine",6307,5494,7.8,.608,242,,2827,242,.0856031,44.10194,-70.2022
20320,34414,87,51.3,13,7.558766,.8350973,.3005484,"1400000US23001020400",2.300e+10,"Census Tract 204, Androscoggin County, Maine",10.7,10.2,18.8,99.1,8.8,4,14.7,2.425,.811,4827.56,"1400000US23001020400",2.300e+10,"Census Tract 204, Androscoggin County, Maine",2735,1861,13,.567,173,,916,173,.1888646,44.08934,-70.208
27027,45877,92.2,65.9,7.8,7.82895,1.341957,.4912536,"1400000US23001020500",2.300e+10,"Census Tract 205, Androscoggin County, Maine",12.6,21.1,15.1,98.8,7.2,4.5,28.7,2.07,.942,3660.682,"1400000US23001020500",2.300e+10,"Census Tract 205, Androscoggin County, Maine",4116,3324,7.8,1.124,115,,1994,115,.057673,44.08473,-70.19884
30728,64155,96.4,67.1,3.6,8.856495,4.659228,.5588122,"1400000US23001020600",2.300e+10,"Census Tract 206, Androscoggin County, Maine",8.2,19.3,19.9,99,7.6,6.8,34.2,1.875,.966,256.4511,"1400000US23001020600",2.300e+10,"Census Tract 206, Androscoggin County, Maine",2593,2240,3.6,10.111,47,,1390,47,.033813,44.04347,-70.16454
34489,65546,95.7,70.9,4.3,9.145592,1.573408,.5489269,"1400000US23001020700",2.300e+10,"Census Tract 207, Androscoggin County, Maine",7.5,19.9,23.2,99.2,6.8,7.2,35.2,2.14,.947,2314.663,"1400000US23001020700",2.300e+10,"Census Tract 207, Androscoggin County, Maine",5498,4449,4.3,2.375,153,,2867,153,.0533659,44.10546,-70.18397
33476,71745,96,66.1,4,10.55284,3.240802,.5239567,"1400000US23001020800",2.300e+10,"Census Tract 208, Androscoggin County, Maine",11.5,19.9,23.8,90.9,7.5,14.6,33.5,2.255,.953,543.3817,"1400000US23001020800",2.300e+10,"Census Tract 208, Androscoggin County, Maine",7764,6409,4,14.288,184,,3933,184,.0467836,44.10217,-70.14971
17756,54925,94.1,65.3,5.9,10.14635,2.851997,.500315,"1400000US23001020900",2.300e+10,"Census Tract 209, Androscoggin County, Maine",12.9,19.1,18.9,100,6.5,4.4,22,2.535,.932,1074.065,"1400000US23001020900",2.300e+10,"Census Tract 209, Androscoggin County, Maine",4763,3875,5.9,4.435,163,,2391,163,.0681723,44.13878,-70.19361
31487,58007,95.8,67.8,4.2,8.104621,7.577365,.507758,"1400000US23001030100",2.300e+10,"Census Tract 301, Androscoggin County, Maine",13.7,12.4,26.2,99.5,2,5.8,20.3,2.195,.97,305.5937,"1400000US23001030100",2.300e+10,"Census Tract 301, Androscoggin County, Maine",4447,3486,4.2,14.552,67,,2234,67,.029991,44.01052,-70.12747
30502,68191,95.9,68.1,4.1,11.22876,8.925094,.4972887,"1400000US23001030200",2.300e+10,"Census Tract 302, Androscoggin County, Maine",10.6,21.9,26.6,98.7,2.9,7.5,16.7,2.46,.972,535.2195,"1400000US23001030200",2.300e+10,"Census Tract 302, Androscoggin County, Maine",4426,3385,4.1,8.27,60,,2159,60,.0277906,44.03669,-70.0588
35587,80506,98.7,80.8,1.3,5.219983,10.35405,.6194487,"1400000US23001040000",2.300e+10,"Census Tract 400, Androscoggin County, Maine",8.2,39.8,30.6,99.5,6.3,8.4,14.7,2.06,.969,102.3511,"1400000US23001040000",2.300e+10,"Census Tract 400, Androscoggin County, Maine",3918,3043,1.3,38.28,74,,2360,74,.0313559,43.9646,-70.1266
31046,63754,93.7,68.9,6.3,2.647527,9.602642,.5175742,"1400000US23001041000",2.300e+10,"Census Tract 410, Androscoggin County, Maine",15.2,14.1,28.2,98.3,11.5,5,30.8,2.355,.977,130.0201,"1400000US23001041000",2.300e+10,"Census Tract 410, Androscoggin County, Maine",5491,4403,6.3,42.232,62,,2704,62,.022929,44.04811,-70.39356
30362,73306,95.4,68.3,4.6,6.737088,7.627657,.5050071,"1400000US23001041500",2.300e+10,"Census Tract 415, Androscoggin County, Maine",10.4,18.6,27.5,99.4,8.5,6,25.1,2.345,.938,137.8364,"1400000US23001041500",2.300e+10,"Census Tract 415, Androscoggin County, Maine",5592,4338,4.6,40.57,172,,2782,172,.061826,44.13485,-70.3605
33671,76092,93.5,67,6.5,16.35408,11.49089,.5259401,"1400000US23001042000",2.300e+10,"Census Tract 420, Androscoggin County, Maine",15.6,22.6,29,99.7,5,3.3,25.2,2.475,.96,96.93662,"1400000US23001042000",2.300e+10,"Census Tract 420, Androscoggin County, Maine",5744,4822,6.5,59.255,121,,3015,121,.0401327,44.26511,-70.24798
32500,64793,91.5,63.7,8.5,23.3679,20.97086,.485064,"1400000US23001043000",2.300e+10,"Census Tract 430, Androscoggin County, Maine",13.6,18,34,99.2,4.3,2.3,27.1,2.3,.915,56.06075,"1400000US23001043000",2.300e+10,"Census Tract 430, Androscoggin County, Maine",2109,1755,8.5,37.62,89,,1049,89,.0848427,44.40413,-70.21556
22602,42253,87.2,56.7,12.8,22.68331,20.01976,.3912348,"1400000US23001044000",2.300e+10,"Census Tract 440, Androscoggin County, Maine",5.8,13.5,29.9,99.6,12.7,6.4,36.9,2.265,.952,158.8318,"1400000US23001044000",2.300e+10,"Census Tract 440, Androscoggin County, Maine",3126,2474,12.8,19.681,56,,1171,56,.0478224,44.445,-70.13772
30221,57461,96,69.9,4,20.57536,14.05906,.5128083,"1400000US23001045000",2.300e+10,"Census Tract 450, Androscoggin County, Maine",14,17.7,34.2,97.7,9.8,6.3,24.8,2.475,.947,52.63126,"1400000US23001045000",2.300e+10,"Census Tract 450, Androscoggin County, Maine",2108,1612,4,40.052,55,,1041,55,.0528338,44.29535,-70.13307
33109,71933,97.6,72.9,2.4,14.34189,7.076188,.5518034,"1400000US23001046000",2.300e+10,"Census Tract 460, Androscoggin County, Maine",13.8,23.2,26.2,97.3,6.7,9.5,19.8,2.615,.942,134.8691,"1400000US23001046000",2.300e+10,"Census Tract 460, Androscoggin County, Maine",4353,3391,2.4,32.276,133,,2278,133,.0583845,44.18975,-70.14509
33809,64943,92.4,71.3,7.6,15.1663,7.848448,.5222157,"1400000US23001046500",2.300e+10,"Census Tract 465, Androscoggin County, Maine",8.5,19.1,26.7,99.4,3.3,5.7,25.9,2.6,.951,164.2297,"1400000US23001046500",2.300e+10,"Census Tract 465, Androscoggin County, Maine",6842,5422,7.6,41.661,177,,3608,177,.0490577,44.11986,-70.05936
26586,57145,93.3,49.5,6.7,20.33403,154.5799,.3956594,"1400000US23003950100",2.300e+10,"Census Tract 9501, Aroostook County, Maine",25.6,20.9,26,97.9,11,2.7,50.2,2.27,.939,3.806244,"1400000US23003950100",2.300e+10,"Census Tract 9501, Aroostook County, Maine",2396,2058,6.7,629.492,56,,925,56,.0605405,47.01265,-68.2408
25353,49435,93.9,43.9,6.1,17.02828,169.5892,.3618661,"1400000US23003950200",2.300e+10,"Census Tract 9502, Aroostook County, Maine",22.2,11.5,17.2,97,10.7,1,44.5,2.07,.917,36.05234,"1400000US23003950200",2.300e+10,"Census Tract 9502, Aroostook County, Maine",2465,2165,6.1,68.373,73,,884,73,.0825792,47.2104,-68.0652
27043,52485,96.6,52.8,3.4,7.519743,173.6164,.4409874,"1400000US23003950300",2.300e+10,"Census Tract 9503, Aroostook County, Maine",9.4,21.1,14.7,98,9.8,2.7,45,1.835,.891,70.00192,"1400000US23003950300",2.300e+10,"Census Tract 9503, Aroostook County, Maine",3889,3364,3.4,55.556,187,,1721,187,.1086578,47.2933,-68.25181
26206,54892,94.1,47.4,5.9,2.712373,170.2432,.375976,"1400000US23003950400",2.300e+10,"Census Tract 9504, Aroostook County, Maine",18.4,14.9,16,99.5,7.7,8,43.4,1.965,.952,28.60025,"1400000US23003950400",2.300e+10,"Census Tract 9504, Aroostook County, Maine",1665,1417,5.9,58.216,31,,642,31,.0482866,47.25527,-68.37041
25310,53031,92.7,63.8,7.3,7.987072,168,.5101326,"1400000US23003950600",2.300e+10,"Census Tract 9506, Aroostook County, Maine",12.3,25,14.4,99.6,12,2.6,26.5,2.06,.949,73.78448,"1400000US23003950600",2.300e+10,"Census Tract 9506, Aroostook County, Maine",3997,3449,7.3,54.171,106,,2087,106,.0507906,47.23534,-68.56574
25842,55191,92.9,46.2,7.1,43.31284,145.0319,.3716716,"1400000US23003950700",2.300e+10,"Census Tract 9507, Aroostook County, Maine",14.6,14.6,25,99.1,9.2,3.3,49.7,1.99,.914,.9052483,"1400000US23003950700",2.300e+10,"Census Tract 9507, Aroostook County, Maine",2704,2343,7.1,2987.026,88,,1019,88,.0863592,46.89487,-69.13195
26815,49491,90.2,55.9,9.8,20.10554,127.965,.4086379,"1400000US23003950900",2.300e+10,"Census Tract 9509, Aroostook County, Maine",17.2,14.7,24,95.2,9.6,2.7,43,2.395,.889,9.430475,"1400000US23003950900",2.300e+10,"Census Tract 9509, Aroostook County, Maine",2107,1708,9.8,223.425,97,,877,97,.1106043,46.64322,-68.42905
29315,53454,92.2,62.2,7.8,17.70259,143.6046,.4667051,"1400000US23003951000",2.300e+10,"Census Tract 9510, Aroostook County, Maine",17.8,16.8,22.6,100,7.2,2.9,30.9,2.39,.901,24.40747,"1400000US23003951000",2.300e+10,"Census Tract 9510, Aroostook County, Maine",3469,2823,7.8,142.129,160,,1624,160,.0985222,46.84268,-68.18105
30387,61678,91.5,65.3,8.5,7.642603,132.6442,.4836785,"1400000US23003951100",2.300e+10,"Census Tract 9511, Aroostook County, Maine",8.7,24.9,18.3,96.6,5.7,6.6,25,2.49,.943,26.36335,"1400000US23003951100",2.300e+10,"Census Tract 9511, Aroostook County, Maine",2849,2305,8.5,108.067,77,,1360,77,.0566176,46.67405,-68.14478
23047,57220,95,56.8,5,19.59567,148.8225,.4658696,"1400000US23003951200",2.300e+10,"Census Tract 9512, Aroostook County, Maine",21.1,19,13.5,98.8,12.3,1.2,40.2,2.01,.923,163.2776,"1400000US23003951200",2.300e+10,"Census Tract 9512, Aroostook County, Maine",2593,2239,5,15.881,93,,1210,93,.0768595,46.89816,-68.04412
30476,60996,92.9,51.9,7.1,20.03009,150.1421,.3930636,"1400000US23003951300",2.300e+10,"Census Tract 9513, Aroostook County, Maine",29.4,18.9,20.8,100,7.2,4.4,37.1,2.095,.919,95.28653,"1400000US23003951300",2.300e+10,"Census Tract 9513, Aroostook County, Maine",3114,2538,7.1,32.68,101,,1246,101,.0810594,46.9043,-67.96999
29699,53882,98.6,60.5,1.4,13.52031,143.6463,.4911162,"1400000US23003951400",2.300e+10,"Census Tract 9514, Aroostook County, Maine",20.1,20.1,17.3,99.2,8.2,4.3,37.4,2.355,.916,71.50554,"1400000US23003951400",2.300e+10,"Census Tract 9514, Aroostook County, Maine",2195,1816,1.4,30.697,83,,992,83,.0836694,46.81097,-67.99264
17230,44117,91.9,48.3,8.1,21.27854,151.7645,.3688647,"1400000US23003951600",2.300e+10,"Census Tract 9516, Aroostook County, Maine",28.6,18,14.1,93.7,8.5,.8,32.7,2.38,.943,49.81232,"1400000US23003951600",2.300e+10,"Census Tract 9516, Aroostook County, Maine",2017,1677,8.1,40.492,41,,714,41,.057423,46.90692,-67.86301
32340,68973,94.5,58.7,5.5,11.30591,140.8259,.4686678,"1400000US23003951700",2.300e+10,"Census Tract 9517, Aroostook County, Maine",14.7,18.6,17.9,99.5,8.8,5.3,33,2.055,.955,39.5565,"1400000US23003951700",2.300e+10,"Census Tract 9517, Aroostook County, Maine",4564,3853,5.5,115.379,90,,2011,90,.0447539,46.73672,-67.84859
22587,45662,95,60.1,5,8.667064,139.0727,.4567806,"1400000US23003951800",2.300e+10,"Census Tract 9518, Aroostook County, Maine",14.4,23.1,14.9,98.6,3.7,4.5,26.4,2.425,.91,121.6908,"1400000US23003951800",2.300e+10,"Census Tract 9518, Aroostook County, Maine",3864,3090,5,31.753,154,,1709,154,.0901112,46.73952,-67.98049
29755,63410,97.4,61.2,2.6,4.051425,134.4028,.4986121,"1400000US23003951900",2.300e+10,"Census Tract 9519, Aroostook County, Maine",19.2,25.5,10.9,100,7,6,48.4,2,.957,143.8704,"1400000US23003951900",2.300e+10,"Census Tract 9519, Aroostook County, Maine",2882,2427,2.6,20.032,58,,1364,58,.042522,46.66489,-67.96242
15503,41666,90.6,62.9,9.4,1.551886,132.0012,.4745298,"1400000US23003952000",2.300e+10,"Census Tract 9520, Aroostook County, Maine",14.5,8.2,13.4,99.9,5.6,.9,19.6,2.125,.877,106.4562,"1400000US23003952000",2.300e+10,"Census Tract 9520, Aroostook County, Maine",2552,2125,9.4,23.972,158,,1285,158,.1229572,46.63796,-68.00648
24419,53086,92.8,54.2,7.2,7.652503,126.9026,.4251884,"1400000US23003952100",2.300e+10,"Census Tract 9521, Aroostook County, Maine",12.5,15.3,18.6,94.4,7.3,4.4,30.3,2.16,.949,29.65668,"1400000US23003952100",2.300e+10,"Census Tract 9521, Aroostook County, Maine",2787,2355,7.2,93.975,59,,1151,59,.0512598,46.53483,-67.89837
25456,48062,92.9,56.1,7.1,17.22138,113.3923,.4354441,"1400000US23003952300",2.300e+10,"Census Tract 9523, Aroostook County, Maine",13.1,10.8,23.6,100,11.7,4.2,32.7,2.135,.882,3.426114,"1400000US23003952300",2.300e+10,"Census Tract 9523, Aroostook County, Maine",2432,2032,7.1,709.842,117,,990,117,.1181818,46.38689,-68.1524
23364,49644,95.2,60.4,4.8,34.11803,103.7143,.471922,"1400000US23003952400",2.300e+10,"Census Tract 9524, Aroostook County, Maine",19.1,14.7,12.9,96.7,2.2,2.1,32.6,2.28,.849,214.4179,"1400000US23003952400",2.300e+10,"Census Tract 9524, Aroostook County, Maine",3793,3114,4.8,17.69,248,,1647,248,.1505768,46.14087,-67.81091
29236,67811,98.2,58,1.8,33.32999,102.1329,.4911956,"1400000US23003952500",2.300e+10,"Census Tract 9525, Aroostook County, Maine",17.2,18.1,11.3,100,12.1,3.8,39.6,2.11,.938,113.4831,"1400000US23003952500",2.300e+10,"Census Tract 9525, Aroostook County, Maine",2158,1867,1.8,19.016,62,,1003,62,.0618146,46.1408,-67.88348
24158,52400,90.3,59.4,9.7,34.49821,97.9694,.4269279,"1400000US23003952600",2.300e+10,"Census Tract 9526, Aroostook County, Maine",18.1,17.6,20.1,97.7,13.1,2,27,2.415,.918,16.57521,"1400000US23003952600",2.300e+10,"Census Tract 9526, Aroostook County, Maine",3216,2561,9.7,194.025,117,,1420,117,.0823944,46.11609,-68.0143
22560,49416,92.3,53.3,7.7,20.52251,88.9169,.4122807,"1400000US23003952700",2.300e+10,"Census Tract 9527, Aroostook County, Maine",17.5,16.3,24.4,100,13,2.5,47.9,2.38,.902,9.804961,"1400000US23003952700",2.300e+10,"Census Tract 9527, Aroostook County, Maine",2622,2209,7.7,267.416,96,,976,96,.0983607,46.049,-68.30696
25465,51190,94.2,50.3,5.8,30.79171,77.89962,.3925203,"1400000US23003952900",2.300e+10,"Census Tract 9529, Aroostook County, Maine",15.5,16.6,22.3,100,9.5,4.2,36.4,2.19,.926,4.200884,"1400000US23003952900",2.300e+10,"Census Tract 9529, Aroostook County, Maine",3075,2545,5.8,731.989,83,,1121,83,.074041,45.82486,-68.1024
34390,65826,98.3,74.2,1.7,7.456933,.6603217,.6573945,"1400000US23005000100",2.301e+10,"Census Tract 1, Cumberland County, Maine",6.7,63,18.9,99.8,8.4,9.1,19.9,1.905,.976,8153.815,"1400000US23005000100",2.301e+10,"Census Tract 1, Cumberland County, Maine",2157,1943,1.7,.265,34,,1399,34,.0243031,43.67078,-70.25214
33841,62976,96.3,80.5,3.7,7.090493,.7255711,.672093,"1400000US23005000200",2.301e+10,"Census Tract 2, Cumberland County, Maine",9.6,56.5,20,99.3,8.1,3.5,12.4,2.11,.975,14838.89,"1400000US23005000200",2.301e+10,"Census Tract 2, Cumberland County, Maine",2580,2235,3.7,.174,42,,1712,42,.0245327,43.66616,-70.24232
22910,44749,89.4,62.2,10.6,6.210016,.6735922,.5230289,"1400000US23005000300",2.301e+10,"Census Tract 3, Cumberland County, Maine",5.7,45.1,17.9,95.2,5.4,2.7,15.8,1.43,.932,4229.613,"1400000US23005000300",2.301e+10,"Census Tract 3, Cumberland County, Maine",2562,2409,10.6,.606,97,,1429,97,.0678796,43.65186,-70.25733
20778,36871,93,67.7,7,7.328262,.4938827,.5014096,"1400000US23005000500",2.301e+10,"Census Tract 5, Cumberland County, Maine",2.2,20.6,22.2,100,6.6,6.3,11.7,2.32,.973,7199.252,"1400000US23005000500",2.301e+10,"Census Tract 5, Cumberland County, Maine",2483,1978,7,.345,34,,1262,34,.0269414,43.66811,-70.25909
19809,45987,85,66.8,15,6.840704,.3810106,.4629289,"1400000US23005000600",2.301e+10,"Census Tract 6, Cumberland County, Maine",7.1,33.4,18.9,99.4,5.2,2.3,10.2,2.025,.947,13468.86,"1400000US23005000600",2.301e+10,"Census Tract 6, Cumberland County, Maine",3264,2670,15,.242,89,,1685,89,.052819,43.66036,-70.26273
22182,41723,91.1,72.8,8.9,6.684854,.8447939,.62064,"1400000US23005001000",2.301e+10,"Census Tract 10, Cumberland County, Maine",4,34.9,18.3,99.3,3.8,3.8,3.7,1.855,.904,15100.81,"1400000US23005001000",2.301e+10,"Census Tract 10, Cumberland County, Maine",2781,2600,8.9,.184,177,,1845,177,.095935,43.65652,-70.27069
29308,62260,96,71.1,4,6.150103,.8615128,.6161063,"1400000US23005001100",2.301e+10,"Census Tract 11, Cumberland County, Maine",6.6,50.6,17,100,7.2,3.2,23,1.815,.96,19669.93,"1400000US23005001100",2.301e+10,"Census Tract 11, Cumberland County, Maine",2558,2307,4,.13,64,,1602,64,.0399501,43.65014,-70.2624
27195,70037,93.6,79.3,6.4,6.108995,1.064997,.6374345,"1400000US23005001200",2.301e+10,"Census Tract 12, Cumberland County, Maine",5.2,58,21.7,99.2,5.7,5.3,5.9,2.315,.962,23363.94,"1400000US23005001200",2.301e+10,"Census Tract 12, Cumberland County, Maine",1528,1312,6.4,.065,38,,1011,38,.0375865,43.64862,-70.26698
25636,65370,95.3,68.1,4.7,6.324492,1.261524,.5788075,"1400000US23005001300",2.301e+10,"Census Tract 13, Cumberland County, Maine",7.5,54.3,19.4,99.1,8.5,9.1,17.4,1.795,.943,7014.018,"1400000US23005001300",2.301e+10,"Census Tract 13, Cumberland County, Maine",3388,3023,4.7,.483,110,,1936,110,.0568182,43.65004,-70.27489
31214,69253,96.4,82.4,3.6,7.274297,1.068118,.6806867,"1400000US23005001500",2.301e+10,"Census Tract 15, Cumberland County, Maine",9.9,51.5,15.1,99.7,10.2,6.2,16.6,2.155,.974,6566.644,"1400000US23005001500",2.301e+10,"Census Tract 15, Cumberland County, Maine",3495,2996,3.6,.532,60,,2340,60,.025641,43.6642,-70.27628
38415,87690,97,79,3,7.613237,2.047817,.6304495,"1400000US23005001700",2.301e+10,"Census Tract 17, Cumberland County, Maine",10.2,63.7,20.3,98.7,7.3,6.5,15.8,2.365,.957,5895.84,"1400000US23005001700",2.301e+10,"Census Tract 17, Cumberland County, Maine",4427,3643,3,.751,117,,2696,117,.0433976,43.66394,-70.29602
31184,75763,96.4,75.2,3.6,8.273789,1.605197,.6432448,"1400000US23005001800",2.301e+10,"Census Tract 18, Cumberland County, Maine",13.4,58.2,19,98.5,8.3,10.9,25.4,1.95,.963,4059.133,"1400000US23005001800",2.301e+10,"Census Tract 18, Cumberland County, Maine",3501,3119,3.6,.862,82,,2229,82,.0367878,43.6794,-70.27574
35063,90846,96.6,75.6,3.4,8.267789,2.22557,.6127059,"1400000US23005001900",2.301e+10,"Census Tract 19, Cumberland County, Maine",9,49.6,17.6,100,10.1,9.1,17.9,2.275,.961,6568.695,"1400000US23005001900",2.301e+10,"Census Tract 19, Cumberland County, Maine",4250,3563,3.4,.647,98,,2542,98,.0385523,43.67426,-70.29608
35720,74720,98.4,66.2,1.6,9.009911,3.380394,.5288976,"1400000US23005002001",2.301e+10,"Census Tract 20.01, Cumberland County, Maine",15,40.1,19.3,97.8,5.2,10.4,29.8,2.355,.97,2778.813,"1400000US23005002001",2.301e+10,"Census Tract 20.01, Cumberland County, Maine",3547,2881,1.6,1.276,53,,1753,53,.0302339,43.67832,-70.31865
26744,71717,93.5,58.8,6.5,7.368876,2.976295,.4930119,"1400000US23005002002",2.301e+10,"Census Tract 20.02, Cumberland County, Maine",8.8,36.2,15.9,98.2,3.4,8.8,12.5,2.46,.943,897.2531,"1400000US23005002002",2.301e+10,"Census Tract 20.02, Cumberland County, Maine",2862,2566,6.5,3.19,80,,1404,80,.0569801,43.65303,-70.31352
40056,92167,91.3,68.3,8.7,10.22663,3.4794,.4979342,"1400000US23005002101",2.301e+10,"Census Tract 21.01, Cumberland County, Maine",12.5,50.4,20,99.4,8.3,11.5,22.3,2.55,.961,3080.291,"1400000US23005002101",2.301e+10,"Census Tract 21.01, Cumberland County, Maine",6051,4886,8.7,1.964,122,,3122,122,.0390775,43.70667,-70.28611
29015,61694,93,72.3,7,10.07791,3.788868,.5251733,"1400000US23005002102",2.301e+10,"Census Tract 21.02, Cumberland County, Maine",8.7,38.8,19.6,99.4,4.3,5.4,15.8,2.655,.976,1489.544,"1400000US23005002102",2.301e+10,"Census Tract 21.02, Cumberland County, Maine",5482,4364,7,3.68,71,,2964,71,.0239541,43.69787,-70.31194
33923,85736,95.4,64.5,4.6,9.292746,2.539449,.5326295,"1400000US23005002200",2.301e+10,"Census Tract 22, Cumberland County, Maine",9.2,42.5,20.4,98.1,3.3,16.1,35.6,2.175,.964,2909.823,"1400000US23005002200",2.301e+10,"Census Tract 22, Cumberland County, Maine",5210,4513,4.6,1.79,102,,2798,102,.0364546,43.69407,-70.27886
31147,58705,92.5,66,7.5,8.950448,2.118241,.501298,"1400000US23005002300",2.301e+10,"Census Tract 23, Cumberland County, Maine",9.4,33.4,17,100,5.4,9.4,17.5,2.18,.983,3781.277,"1400000US23005002300",2.301e+10,"Census Tract 23, Cumberland County, Maine",3467,2845,7.5,.917,31,,1799,31,.0172318,43.69217,-70.25673
30093,73547,95.1,60.9,4.9,8.434111,5.150101,.4885194,"1400000US23005002400",2.301e+10,"Census Tract 24, Cumberland County, Maine",12.5,65.3,34.3,98.3,25,4.9,50.7,1.84,.985,273.0666,"1400000US23005002400",2.301e+10,"Census Tract 24, Cumberland County, Maine",1263,1065,4.9,4.625,8,,551,8,.0145191,43.67694,-70.15475
41736,117051,94.6,60.9,5.4,10.1112,3.861755,.4842681,"1400000US23005002501",2.301e+10,"Census Tract 25.01, Cumberland County, Maine",11.5,72.9,16.8,98.9,7.3,11.7,41.8,2.295,.974,888.2675,"1400000US23005002501",2.301e+10,"Census Tract 25.01, Cumberland County, Maine",3655,3073,5.4,4.115,43,,1671,43,.0257331,43.7101,-70.21714
47536,170910,97.5,69.7,2.5,10.56695,7.663029,.5234626,"1400000US23005002502",2.301e+10,"Census Tract 25.02, Cumberland County, Maine",12.9,67.5,21.3,98.4,9.3,11.2,25.7,2.37,.972,320.5694,"1400000US23005002502",2.301e+10,"Census Tract 25.02, Cumberland County, Maine",8098,6240,2.5,25.261,114,,4023,114,.0283371,43.76941,-70.29115
40450,82364,98.3,65.1,1.7,11.97124,5.974316,.5293344,"1400000US23005002600",2.301e+10,"Census Tract 26, Cumberland County, Maine",5.8,37,24.1,100,8.6,16.8,41.3,2.1,.967,690.2685,"1400000US23005002600",2.301e+10,"Census Tract 26, Cumberland County, Maine",3801,3142,1.7,5.507,62,,1867,62,.0332084,43.71808,-70.34553
