learn,lemp,lpart,ledu,linvest,lgov,lselfemp,leconmix,lolddep,lhousing,lhealth,lpopd,lmtravel,dmarket,dpark
10.27142,-.6676846,4.207673,3.206803,2.00148,2.667228,2.116256,4.578826,3.314186,.9222729,-.036664,4.778304,3.077312,17.80332,13.9031
10.31112,-.8520154,4.044804,3.317816,.8754688,2.60269,1.94591,4.53582,3.148453,.7907275,-.1731636,7.288857,2.917771,19.63668,18.49114
9.901986,-1.211411,3.955082,3.054001,1.360977,2.322388,1.824549,4.579853,2.944439,.8501509,-.0943106,8.119226,2.95491,17.8768,17.63103
9.187174,-.8647643,3.885679,3.246491,1.504077,2.564949,1.410987,4.60517,3.668677,.5766134,-.0618754,6.619568,2.557227,16.36389,18.88057
10.27729,-.7002716,4.152614,3.113515,.3364722,3.086487,2.079442,4.575741,3.421,.8981267,-.0943106,5.486733,3.00072,18.70023,23.15332
10.35198,-.7658402,4.010963,3.779634,2.04122,2.230014,2.815409,4.517431,4.025352,.6523252,-.0377019,5.580027,2.549445,34.7414,1.996209
10.2179,-.7139993,4.177459,3.277145,1.667707,2.639057,2.674149,4.588024,3.303217,.9102726,-.0661398,4.023327,3.280911,23.95886,8.442722
10.18727,-.7563319,4.10759,2.901422,1.960095,2.681021,2.151762,4.578826,3.122365,.8263661,-.06935,4.869801,2.884801,30.40106,8.508989
10.36037,-.6877916,4.165113,3.78646,2.219203,2.442347,2.727853,4.570579,3.843744,.9182888,-.0356272,5.042841,2.681021,33.86198,5.049175
10.05488,-.7580151,4.143135,3.095578,1.458615,2.292535,2.261763,4.560173,3.303217,.7584667,-.040822,7.296929,2.557227,35.82433,3.650002
10.2131,-.702309,4.07244,3.575151,2.079442,2.727853,1.704748,4.602166,3.903991,.6205765,-.0555127,5.995503,2.476538,34.31069,5.08872
10.27077,-.7301695,4.105944,3.325036,1.280934,2.459589,2.884801,4.511958,3.799973,.8480119,-.0629398,4.99451,2.928524,37.5865,1.16546
10.00505,-.6227402,4.234107,3.64545,.3364722,2.509599,2.727853,4.530447,3.955082,.9631743,-.0779615,4.640308,2.895912,36.45126,8.857906
10.09419,-.7435367,4.12552,3.182212,-1.609438,2.282382,3.258096,4.574711,3.708682,.9688832,-.046044,4.318539,3.135494,32.87223,11.8918
10.05148,-.6255575,4.162003,3.397858,.9932518,2.61007,3.597312,4.590056,3.64545,.722706,-.0512933,3.531462,2.140066,50.97856,12.6309
10.18452,-.7218134,4.110874,3.100092,1.098612,2.791165,2.809403,4.577799,3.532226,.9669839,-.0833816,3.772422,3.370738,13.77871,4.301818
10.13241,-.7027358,4.123903,3.230804,1.704748,2.332144,2.24071,4.578826,3.443618,.7952524,-.0661398,4.253509,3.186353,23.58769,6.277448
10.28079,-.7663329,4.065602,3.591818,1.629241,2.549445,2.24071,4.59512,3.901973,.7080358,-.0294288,4.739384,3.077312,21.76176,8.018934
10.33299,-.6632446,4.175924,3.781914,1.458615,2.501436,2.617396,4.590056,3.673766,.7347689,-.040822,3.957069,3.222868,21.38117,13.71298
10.17287,-.6366695,4.15732,3.280911,1.481605,2.587764,2.312536,4.572647,3.462606,.786182,-.0534008,4.601823,3.277145,20.47463,16.46892
10.17748,-.8364594,3.975936,3.591818,1.84055,2.174752,2.721295,4.593098,3.977811,.9062403,-.0910194,4.231844,3.072693,29.90509,17.52171
10.30985,-.6412511,4.09601,3.901973,1.223776,2.174752,3.218876,4.569543,4.347694,.6365768,-.0629398,4.329793,3.100092,29.71713,12.40702
10.17095,-.7152404,4.077538,3.640214,1.163151,2.901422,2.76001,4.60517,4.012773,.7884574,-.0470916,4.955063,2.99072,31.09083,8.618421
10.26218,-.8693373,3.85651,3.627004,1.871802,2.397895,2.809403,4.575741,4.450853,.5624688,-.0866478,5.446384,2.721295,32.69592,5.637467
9.956744,-.8315907,3.941582,3.11795,.3364722,2.587764,2.631889,4.571613,4.023564,.9122827,-.0629398,.3934294,3.299534,61.8723,12.97653
10.01068,-.8802611,3.964616,2.379546,.9162908,2.653242,2.00148,4.593098,3.747149,.9497255,-.0534008,3.23914,3.202746,43.53229,12.61461
10.21296,-.926904,3.955082,2.624669,.5877866,2.054124,2.322388,4.540098,3.161247,.9102726,-.0470916,4.202066,3.288402,34.29069,15.27792
9.640042,-1.032177,3.815512,2.809403,1.223776,2.61007,2.140066,4.59512,3.478158,.8691991,-.058689,4.605066,2.714695,37.69263,13.88813
10.23099,-.8900041,4.01998,2.60269,1.410987,2.424803,1.280934,4.599152,3.310543,1.004302,-.036664,3.74092,3.342862,30.57386,12.95153
10.14294,-.7661978,4.099332,2.839078,1.458615,2.587764,2.312536,4.581902,3.465736,1.054312,-.0576291,3.274433,3.468856,24.17264,19.9102
10.17451,-.7680409,4.094345,3.487375,2.04122,2.70805,2.525729,4.582925,3.668677,.8919981,-.071496,3.524836,3.328627,34.13277,13.16751
10.16165,-.6912161,4.131961,3.11795,1.252763,2.525729,2.24071,4.553877,3.380995,1.153732,-.06935,2.549508,3.380995,32.32255,19.01156
10.10643,-.8574502,4.075841,2.442347,1.740466,2.844909,2.388763,4.571613,3.222868,1.050822,-.0565704,4.467363,3.374169,21.49674,21.37951
10.04155,-1.029386,3.877432,2.687847,1.360977,2.282382,2.197225,4.60517,3.404525,.8733832,-.1519863,4.835626,3.370738,17.08731,16.26272
10.13313,-.6755933,4.203199,2.833213,1.223776,2.302585,1.856298,4.60517,2.944439,.9951019,-.0736465,4.09928,3.401197,14.05733,15.50532
10.25189,-.7793161,4.077538,2.970414,1.987874,2.76001,2.415914,4.570579,3.353407,1.096944,-.0294288,4.459051,3.471967,15.59854,10.71921
10.04949,-.7986872,4.139955,2.549445,1.504077,1.808289,2.197225,4.543295,3.561046,1.043804,-.0855579,4.69998,3.380995,21.4683,18.58209
10.20784,-.8088832,4.01458,3.095578,.7419373,2.476538,2.459589,4.450853,3.666122,.9745597,-.0491902,3.176338,3.421,30.00791,21.29724
9.979383,-.8129163,4.089332,3.356897,1.098612,2.424803,2.681021,4.592085,3.772761,.9242589,-.0387408,4.066044,3.034953,36.45509,20.52205
10.24644,-.7129989,4.160444,3.310543,1.704748,2.251292,2.667228,4.511958,3.391147,1.10194,-.071496,3.294209,3.508556,34.57575,14.69319
10.04914,-.8719398,4.01458,2.484907,1.386294,2.415914,2.493206,4.589041,3.273364,1.11678,-.058689,3.911659,3.569533,31.60739,13.7036
9.950944,-.6695464,4.188138,3.339322,1.856298,2.322388,1.824549,4.60517,2.917771,.7080358,-.0704225,8.604056,2.639057,1.565888,19.67212
10.22756,-.7688959,4.105944,3.543854,1.931521,2.833213,1.223776,4.593098,3.417727,.8522854,-.0736465,7.386645,2.839078,2.516675,21.22137
10.41274,-.5392973,4.300003,3.735286,.9932518,2.995732,1.84055,4.520701,2.85647,.8501509,-.0801261,8.41331,2.533697,.996749,19.89426
10.14006,-.7943475,4.127134,3.363842,1.740466,2.833213,1.686399,4.542231,2.70805,.690644,-.0512933,8.382257,2.549445,.4313023,19.17139
10.04568,-.5840731,4.2442,3.100092,1.686399,2.451005,1.902107,4.593098,2.312536,.8197798,-.0304592,8.925628,2.928524,1.169474,18.81965
10.33851,-.6853529,4.16356,3.688879,1.774952,2.985682,.7884574,4.588024,3.178054,.6805684,-.0888312,5.950988,2.833213,1.393781,18.47709
9.963312,-1.029435,3.975936,3.095578,.6418539,2.797281,1.667707,4.598145,3.317816,.8712934,-.0812101,6.839848,2.70805,2.627442,20.30636
10.57198,-.5446755,4.284965,3.708682,1.704748,2.116256,1.686399,4.591071,3.095578,.8372475,-.0283995,5.265276,2.995732,6.760151,12.59152
10.5228,-.734941,4.160444,3.387774,1.740466,2.778819,1.974081,4.550714,3.394508,.6881347,-.0640053,4.994602,2.944439,7.09221,14.25855
10.08901,-.5674075,4.228292,3.178054,1.740466,2.493206,1.410987,4.546481,2.476538,.8671005,-.046044,8.04015,2.74084,2.163073,17.92885
10.50985,-.6130106,4.171306,3.394508,1.791759,2.923162,1.824549,4.591071,3.618993,.81315,-.0335568,5.958148,2.862201,3.694721,17.95968
10.33582,-.6004086,4.300003,3.377588,1.029619,3.00072,1.629241,4.504244,3.058707,.8796268,-.1109316,6.400151,2.884801,4.039872,20.86443
10.21541,-.7062056,4.133565,3.624341,1.722767,2.312536,1.609438,4.5486,3.478158,.8042412,-.0725707,6.456018,2.895912,4.810557,23.52082
9.291275,-.6151178,4.127134,4.036009,1.131402,3.202746,.9555114,4.60517,2.557227,.9202827,-.0640053,7.248516,2.747271,7.678124,26.33056
10.28364,-.7435675,4.180522,4.104295,1.308333,3.374169,1.960095,4.53582,3.637586,.8649974,-.0544562,5.397656,2.714695,5.783189,24.92775
8.434246,-.9216172,3.858622,4.097672,.2623642,3.540959,1.547562,4.546481,.7884574,.7952524,-.0212237,8.127783,2.687847,9.080862,27.97179
9.92378,-.730839,4.122284,3.363842,1.064711,3.505557,.9932518,4.541165,3.139833,.8087054,-.0704225,6.742833,3.095578,10.89991,29.98923
10.08498,-.6495813,4.25703,3.377588,1.386294,2.895912,1.94591,4.565389,2.923162,.9631743,-.1232982,4.467643,2.895912,10.44251,29.40679
10.32853,-.6195986,4.206184,3.044523,1.686399,3.005683,1.526056,4.467057,3.086487,.8153648,-.0725707,3.87814,3.190476,13.57348,31.20191
10.29742,-.6908335,4.185099,3.206803,1.526056,2.639057,1.824549,4.578826,3.234749,.8197798,-.0618754,4.197716,3.161247,10.07168,24.82488
10.42231,-.5730817,4.276666,3.218876,2.128232,2.332144,1.931521,4.534748,2.960105,.8671005,-.0387408,5.075075,3.025291,5.539923,17.88131
10.23085,-.5718992,4.266896,2.74084,.6931472,2.424803,2.312536,4.588024,3.109061,.972671,-.058689,4.333875,3.222868,10.24425,16.3784
10.37374,-.6393878,4.206184,3.303217,1.589235,2.4681,1.667707,4.585988,3.33577,.8754688,-.0736465,3.904599,3.411148,12.757,9.562696
10.25892,-.6988604,4.174387,2.833213,1.360977,2.917771,2.140066,4.558079,3.339322,.8307329,-.0943106,3.685978,3.453157,19.56558,15.08532
10.2179,-.9555731,3.974058,2.933857,.8329091,2.509599,2.066863,4.571613,3.48124,.7884574,-.1109316,4.700445,3.484312,21.54127,24.34025
10.16984,-.789539,4.10759,2.85647,1.223776,2.595255,2.24071,4.504244,3.230804,1.073295,-.0877389,3.768443,3.446808,16.68536,20.47883
10.23699,-.7492169,4.037774,2.970414,1.481605,1.648659,2.208274,4.60517,3.65584,.8064759,-.0534008,3.917243,3.594569,24.59348,21.71219
10.0069,-.9337839,3.956996,2.747271,.9162908,2.939162,.7419373,4.368181,3.613617,.8109302,-.0855579,4.685391,3.446808,28.76202,14.88424
10.30015,-.9406665,3.994524,2.862201,.7884574,2.850706,1.960095,4.568506,3.443618,.9876807,-.0618754,3.435599,3.424263,21.52015,18.8424
10.32673,-.7489108,4.114147,3.025291,1.308333,2.873565,1.504077,4.561218,3.261935,.9631743,-.0758017,4.586428,3.292126,10.98668,21.62932
10.21739,-.8226812,4.085976,2.867899,.9932518,2.459589,1.856298,4.596129,3.238678,1.024248,-.06935,3.601462,3.487375,17.80961,23.03783
10.2985,-.7781491,4.063885,2.721295,1.280934,2.850706,2.014903,4.578826,3.206803,.8153648,-.0661398,2.491302,3.508556,22.26126,27.0519
10.2565,-.7730147,4.074142,2.251292,1.757858,2.230014,1.629241,4.450853,3.258096,.9222729,-.0790432,3.350246,3.730501,23.76571,34.71129
10.30642,-.9410109,3.925926,2.587764,.8329091,2.821379,1.740466,4.50976,3.632309,.8415672,-.0801261,1.920174,3.387774,36.70396,45.31388
10.15619,-1.094397,3.83298,2.219203,-.5108256,2.797281,2.493206,4.590056,3.543854,.7153978,-.1053605,1.755653,3.591818,54.73361,44.55918
10.32446,-.8959256,3.956996,2.128232,1.308333,2.681021,1.987874,4.453184,3.421,.7724203,-.05975,2.655181,3.342862,51.14174,32.11569
10.19436,-.9148037,3.960813,2.572612,.6418539,2.174752,2.04122,4.54542,3.605498,.9082586,-.076881,4.308198,3.367296,41.57063,41.02049
10.23222,-.7459692,4.144721,2.557227,1.163151,2.766319,1.974081,4.510859,3.563883,.7975072,-.0822952,4.001156,3.493473,34.47831,33.58507
9.864018,-1.052272,3.8795,2.862201,1.740466,2.873565,.9555114,4.60517,3.602777,1.085189,-.0704225,2.783291,3.295837,35.16708,26.16489
10.00397,-.8921869,3.93574,2.624669,1.386294,2.884801,2.379546,4.60517,3.895894,.6471033,-.0502412,.486955,3.025291,80.36646,1.208396
10.11525,-.9676801,3.852273,2.322388,1.774952,2.415914,2.079442,4.424847,3.964616,.6754923,-.0232686,5.986819,2.939162,58.11482,21.38738
10.18678,-.9735459,3.927896,2.484907,.8329091,2.572612,1.791759,4.558079,3.676301,.7080358,-.076881,5.549105,2.912351,59.17784,21.65818
9.971287,-.6766253,4.077538,3.407842,1.84055,2.557227,1.88707,4.506454,3.50255,.7006192,-.0387408,6.076118,2.734367,3.131242,22.23738
10.31085,-.8963954,4.007333,2.667228,.6931472,2.895912,2.261763,4.587006,3.214868,1.000632,-.0790432,3.957702,3.391147,19.28096,19.53978
10.46613,-.6645638,4.251348,3.182212,1.029619,2.61007,2.230014,4.492002,2.646175,.9458495,-.1199103,4.857651,3.238678,8.886619,25.2599
9.754292,-.8448318,4.085976,2.797281,1.308333,3.490428,1.458615,4.559126,2.970414,.9282193,-.1244301,4.710667,2.917771,12.61706,31.76026
10.13523,-.8778087,4.067316,2.766319,1.704748,2.4681,2.701361,4.55598,4.053523,.8153648,-.0544562,2.761974,3.50255,62.40439,10.26681
10.16747,-1.041454,3.747149,3.254243,,3.218876,2.476538,4.60517,4.427239,.6339278,-.1743534,-1.844931,3.178054,84.76132,25.87507
10.06356,-.8704674,3.916015,3.157,.2623642,2.995732,2.727853,4.55598,3.871201,.6418539,-.1404121,1.42643,3.391147,48.24748,10.53467
10.17542,-.9273232,3.953165,2.484907,.8754688,2.839078,2.388763,4.60517,3.433987,.8020016,-.1098148,2.276351,3.284664,42.72359,15.09857
10.13523,-.9224678,3.956996,2.525729,.6418539,2.140066,2.660259,4.412798,3.50255,.8109302,-.0965109,3.685925,3.161247,36.1399,6.881746
10.19593,-.8621336,3.974058,3.122365,1.029619,2.714695,1.791759,4.591071,3.751854,.6956441,-.1009259,4.101364,3.015535,32.12581,6.68856
10.13146,-1.075002,3.839452,2.549445,.7419373,2.895912,1.931521,4.546481,3.449988,.8307329,-.0672087,3.013121,3.173878,30.12018,13.43952
10.15549,-.9897932,3.912023,2.230014,1.098612,2.557227,2.341806,4.546481,3.78419,.7153978,-.1719753,2.707708,3.00072,40.1674,18.1274
10.35335,-.7143073,4.15732,2.928524,1.704748,2.714695,1.856298,4.55598,3.374169,.7631395,-.0050125,4.714115,3.370738,13.608,19.48826
10.28107,-.5687284,4.268298,3.404525,1.589235,2.734367,2.014903,4.582925,3.242592,.7677907,-.0640053,4.317755,3.310543,15.29019,16.64443
10.37365,-.6120472,4.189655,3.754199,1.757858,3.139833,1.84055,4.559126,3.634951,.8197798,-.0191828,5.233467,3.173878,15.09167,11.4448
10.49955,-.5984944,4.232656,3.7281,1.435084,2.312536,1.360977,4.540098,3.314186,.751416,-.0314907,6.282081,2.985682,18.03292,11.51818
10.36436,-.7012082,4.147885,3.493473,1.131402,2.501436,2.595255,4.566429,3.671225,.9262411,-.0682788,4.290479,3.11795,26.25351,9.073528
10.10447,-.7841992,4.105944,3.421,1.740466,2.186051,1.824549,4.528289,3.411148,.7129498,-.1415636,6.698501,2.99072,21.2144,13.00717
10.25745,-.6567079,4.241327,3.532226,1.481605,2.797281,2.587764,4.598145,3.190476,.8020016,-.0439519,7.082737,3.015535,24.26403,9.013748
10.46213,-.7187958,4.109233,3.577948,1.163151,2.557227,2.415914,4.53582,3.718438,.7929925,-.0304592,4.638707,3.131137,22.36767,3.532074
10.34779,-.8299454,4.027136,2.80336,.4700036,2.933857,1.704748,4.584968,3.505557,.7419373,-.1165338,2.376859,2.174752,90.32281,23.31133
9.88949,-.8468255,3.93574,2.424803,-.356675,2.61007,2.653242,4.567468,3.903991,.7104959,-.1289704,-.6962683,3.122365,89.56683,14.54816
10.05342,-1.051762,3.86073,2.653242,.5877866,2.332144,2.60269,4.572647,3.678829,.8197798,-.0439519,2.835579,3.48124,43.12519,26.06489
10.19701,-.8104289,4.039536,2.533697,.1823216,2.379546,1.629241,4.543295,3.332205,.972671,-.0576291,3.517929,3.397858,31.98516,20.75093
10.13658,-.7921692,4.092677,2.653242,1.308333,2.360854,1.960095,4.581902,3.453157,.9021918,-.0910194,3.91291,3.306887,26.79156,25.31895
10.014,-.8984861,3.996364,2.660259,1.547562,2.747271,1.84055,4.584968,3.387774,.8878913,-.076881,3.806843,3.303217,35.98225,28.84875
10.09303,-.7955005,4.11741,3.005683,.9162908,2.809403,.5877866,4.55598,3.230804,.9951019,-.0877389,4.451613,3.202746,31.51574,26.05342
10.31976,-.8033934,4.11741,2.80336,.6931472,2.501436,2.272126,4.409155,3.135494,.8837675,-.0397808,3.783868,3.411148,38.73835,33.50208
10.15327,-.8612516,3.955082,2.833213,1.435084,2.674149,2.282382,4.60517,3.552487,.7443155,-.0932124,3.14552,3.161247,45.9542,31.38032
10.18791,-.8257613,4.012773,2.965273,.8329091,2.617396,2.272126,4.597138,3.862833,.7443155,-.0629398,2.456536,3.594569,45.75741,25.84882
10.16812,-.8065671,4.191169,2.219203,1.280934,2.351375,2.332144,4.53582,3.072693,.9082586,-.0812101,4.014177,3.222868,37.45165,22.60691
10.35115,-.9453651,3.901973,2.815409,1.131402,2.509599,.9932518,4.60517,3.64545,.7884574,-.0812101,4.516132,3.198673,35.6262,30.21549
10.02655,-.8930725,3.955082,3.044523,1.931521,2.4681,2.517696,4.590056,3.770459,.7747272,-.0273712,5.28264,2.980619,33.51006,31.3289
10.09992,-.9055537,4.056989,2.862201,1.84055,2.587764,2.163323,4.579853,3.580737,.7202759,-.0779615,4.704717,3.015535,30.06393,28.57419
10.22027,-.7717876,4.166665,2.509599,.4054651,2.388763,1.609438,4.594109,2.965273,.9142887,-.0682788,4.818122,2.928524,24.26332,23.41951
10.1384,-.7062751,4.178992,2.791165,-.6931472,2.639057,2.322388,4.541165,3.380995,.9574327,-.1064723,4.189743,3.091043,29.20111,28.32476
10.15226,-.8022788,4.079231,2.862201,1.526056,2.587764,2.61007,4.590056,3.391147,.8480119,-.0273712,3.369682,3.456317,27.01717,24.86494
10.42326,-.6127826,4.220977,3.505557,1.722767,2.906901,2.174752,4.553877,2.797281,.6497176,-.0534008,4.678845,3.342862,12.2515,6.898654
10.14498,-.747851,4.100989,3.144152,1.481605,2.564949,2.4681,4.496471,3.627004,.6931472,-.0534008,4.178071,3.363842,20.99047,4.71272
10.09625,-.8896939,4.062166,3.723281,1.648659,2.714695,2.879198,4.248495,3.744787,.8522854,-.0325232,5.273477,2.895912,28.75748,4.090662
10.20847,-.6852036,4.105944,3.706228,2.104134,2.406945,2.844909,4.60517,3.835142,.7929925,-.0283995,4.092029,3.049273,34.79061,3.898194
10.1978,-.7415547,4.139955,3.157,1.84055,2.572612,2.61007,4.55703,3.377588,.8649974,-.0512933,3.591947,3.321432,28.31396,6.076765
10.26015,-.6909499,4.191169,3.190476,1.629241,2.821379,2.646175,4.60517,3.292126,.9202827,-.0565704,3.600431,3.465736,20.23847,3.659529
9.858229,-.7725856,4.077538,3.072693,1.064711,2.302585,2.424803,4.567468,3.152736,.7608059,-.0640053,3.633088,3.280911,28.03676,16.88478
10.16858,-.8012683,4.11578,3.058707,1.871802,2.701361,2.639057,4.59512,3.367296,.8415672,-.0491902,3.590393,3.328627,22.28565,5.081518
9.99017,-1.189476,3.797734,2.424803,.7419373,3.499533,2.230014,4.60517,3.62966,.8586616,-.1075852,.6659842,3.246491,56.50916,32.22366
10.14702,-.8040391,4.028917,2.727853,1.629241,2.785011,2.388763,4.583947,3.321432,.7347689,-.0736465,2.333549,3.044523,65.14896,19.49914
10.17694,-.8904423,4.010963,2.850706,1.193922,3.072693,1.223776,4.560173,3.377588,.8087054,-.071496,3.638417,2.587764,71.22514,15.40256
10.16451,-.924776,3.918005,2.61007,2.028148,2.282382,1.757858,4.55598,3.569533,.7055697,-.0232686,4.476549,2.70805,79.82761,5.372756
10.17717,-.9185023,4.036009,3.005683,1.098612,3.397858,2.388763,4.581902,3.299534,.9122827,-.0439519,3.558397,3.100092,83.96365,8.129682
9.975343,-.9362732,3.895894,3.269569,.7884574,2.827314,2.433613,4.50535,3.941582,.6392188,-.0544562,5.942137,2.617396,88.00502,.7582468
9.991178,-.9583751,3.877432,2.995732,1.722767,2.674149,3.039749,4.570579,3.73767,.7631395,-.0704225,3.037951,3.242592,82.90281,5.091595
10.17229,-.8488411,3.981549,3.12676,.9555114,3.010621,2.433613,4.567468,3.543854,.7654679,-.0790432,1.980734,3.391147,70.43697,13.04671
10.00206,-.8423986,4.000034,3.100092,1.481605,2.862201,3.131137,4.591071,3.299534,.9122827,-.1075852,3.851976,2.879198,69.34989,7.016161
9.966134,-.9562201,3.975936,3.152736,1.568616,3.020425,2.24071,4.559126,3.517498,.7347689,-.1098148,4.121939,2.549445,64.57553,8.064172
9.983545,-.8649974,4.01998,3.135494,1.131402,2.85647,3.321432,4.508659,3.830813,.7839016,-.0704225,3.012518,2.912351,60.76039,6.053479
10.13864,-.8202916,4.062166,3.12676,1.704748,2.785011,3.034953,4.440296,3.666122,.8285518,-.0888312,3.236771,3.122365,53.47444,13.34608
9.990399,-.8596437,4.039536,3.100092,.8329091,2.61007,3.173878,4.553877,3.852273,.7608059,-.0725707,3.555928,3.104587,46.86345,18.96763
10.61766,-.545507,4.298645,3.566712,2.104134,2.501436,1.568616,4.60517,3.144152,.8899468,-.0608122,5.227948,3.148453,13.07311,6.262041
10.31248,-.4983841,4.287716,3.496508,2.014903,2.341806,1.704748,4.427239,3.210844,.7929925,-.06935,6.438453,3.077312,12.50997,4.260139
10.23574,-.5821915,4.289089,3.210844,1.629241,2.639057,1.193922,4.585988,2.960105,.8480119,-.0534008,8.066658,3.169686,14.96701,4.042044
10.38527,-.7432715,4.044804,3.806663,2.4681,2.484907,2.388763,4.443827,4.046554,.7677907,-.0725707,6.622959,3.148453,14.24919,.1964402
10.47805,-.58771,4.122284,3.465736,2.24071,2.04122,1.808289,4.406719,3.650658,.6392188,-.0565704,6.76817,3.424263,11.54332,3.184988
10.07702,-.7551256,4.091006,3.328627,1.609438,2.884801,1.609438,4.441474,3.303217,.6601073,-.0866478,7.801054,3.246491,11.82899,2.567822
10.47464,-.5148135,4.337291,3.077312,1.757858,2.272126,2.163323,4.600158,2.99072,.7561221,-.0629398,5.300697,3.456317,14.31897,12.92567
10.4876,-.5737551,4.287716,3.100092,2.219203,2.572612,2.091864,4.334673,3.025291,.7952524,-.0747236,4.926846,3.433987,18.12376,15.41375
10.38307,-.6827871,4.226834,2.933857,2.341806,2.624669,1.88707,4.569543,3.034953,.8899468,-.0512933,4.49242,3.600048,23.15149,13.77305
10.30431,-.8117757,4.091006,2.95491,1.360977,2.186051,2.587764,4.579853,3.353407,.8775499,-.0544562,3.692413,3.713572,32.62433,20.76317
10.22958,-.7327667,4.197202,3.250375,1.410987,2.873565,2.186051,4.541165,3.039749,1.004302,-.058689,4.674644,3.602777,26.45221,19.12891
10.32515,-.7574756,4.085976,2.76001,1.704748,2.631889,2.230014,4.601162,3.558201,.9301937,-.0661398,4.114873,3.65584,32.18798,24.52952
10.38995,-.7109295,4.237001,2.923162,1.94591,3.068053,1.740466,4.529368,2.525729,.9082586,-.1031407,4.945134,3.79324,24.44381,19.58572
10.5333,-.6313669,4.218036,3.068053,2.014903,2.442347,2.208274,4.598145,3.246491,.9001614,-.0576291,4.708638,3.394508,21.07999,11.983
10.38989,-.5713168,4.241327,3.161247,2.04122,2.442347,1.308333,4.544358,3.238678,.9321641,-.0377019,5.699593,3.034953,17.65092,6.220724
10.18964,-.5922357,4.245634,2.867899,2.163323,1.987874,1.335001,4.600158,3.131137,.8437201,-.1199103,8.839918,3.030134,15.79426,3.911411
10.00288,-.6935379,4.239887,2.895912,1.526056,2.424803,1.280934,4.565389,2.60269,.8437201,-.0801261,8.66276,3.086487,15.70963,3.003078
10.39773,-.5703866,4.239887,3.230804,2.054124,2.091864,1.667707,4.575741,3.583519,.8064759,-.0387408,5.441722,3.226844,17.02956,2.779939
8.890135,-.5946782,4.122284,4.001864,1.335001,2.140066,1.808289,4.596129,3.157,.7104959,-.0534008,6.456161,2.985682,15.93571,2.426061
10.3476,-.6097079,4.219508,3.173878,2.251292,2.791165,1.987874,4.592085,3.072693,.7561221,-.0439519,5.160684,3.178054,20.53717,7.465344
10.62787,-.6841583,4.144721,4.037774,2.312536,2.028148,2.995732,4.584968,3.815512,.7884574,-.0439519,5.15152,3.401197,20.60567,6.310737
10.50592,-.5833043,4.306764,3.74242,2.151762,2.60269,1.589235,4.60517,2.785011,.9458495,-.0090407,5.166312,3.144152,23.47416,10.57596
10.53763,-.6930178,4.119037,3.937691,2.197225,2.797281,1.88707,4.531524,4.104295,.6830968,-.0502412,6.213151,3.12676,24.11025,10.06806
10.35176,-.7050363,4.135167,2.95491,1.722767,2.862201,2.302585,4.541165,3.65842,.7584667,-.1109316,4.716593,3.50255,26.83421,16.96215
10.26088,-.688352,4.188138,2.995732,1.648659,2.827314,2.4681,4.560173,3.321432,.8919981,-.0523465,5.99922,3.314186,31.20075,17.39194
10.18029,-.7740909,4.15732,2.747271,1.629241,2.186051,2.186051,4.589041,3.222868,.8671005,-.0888312,6.282622,3.254243,32.11379,15.26767
9.99479,-.992394,4.025352,2.617396,.1823216,2.587764,2.014903,4.560173,3.575151,.8522854,-.0844691,7.111628,3.131137,28.94153,16.19242
10.25773,-.7073245,4.162003,2.960105,1.223776,2.727853,1.757858,4.567468,3.306887,.7770286,-.0512933,6.500286,3.465736,30.93597,14.39942
10.42395,-.7319485,4.11578,3.11795,1.824549,3.194583,1.504077,4.598145,3.453157,.7251303,-.1312483,5.11705,3.328627,30.17032,12.68376
10.28326,-.6606632,4.242764,2.639057,1.131402,3.030134,1.740466,4.588024,3.202746,.9650809,-.0833816,4.71163,3.520461,37.63993,13.96864
10.38009,-.6220696,4.249923,3.424263,1.098612,3.139833,1.481605,4.533674,3.144152,.8960881,-.0899247,5.298849,3.437208,38.66813,6.237602
10.41676,-.7011481,4.189655,3.161247,2.174752,2.549445,1.856298,4.599152,3.269569,.9122827,-.0855579,4.805143,3.353407,33.9262,9.711132
10.09254,-.8683225,3.883624,3.642836,2.451005,2.322388,2.302585,4.580877,4.41401,.737164,-.0273712,5.697036,3.250375,29.75624,12.6411
10.37165,-.7984865,4.069027,3.660994,.9162908,3.265759,1.856298,4.591071,3.33577,.9535865,-.0273712,4.831106,3.277145,30.06589,11.65784
10.45173,-.5418061,4.322807,3.826465,2.163323,2.85647,2.00148,4.547541,2.879198,.9202827,-.0335568,5.430111,3.433987,38.86626,3.134802
10.72472,-.6472035,4.152614,3.919991,2.054124,2.282382,2.151762,4.60517,3.73767,.7055697,-.0335568,6.367471,3.349904,40.5545,9.714682
10.56044,-.6379563,4.207673,3.885679,1.740466,2.61007,2.379546,4.60517,3.387774,.8372475,-.0470916,4.936437,3.095578,38.48744,7.499383
10.44848,-.5666443,4.265493,3.493473,1.931521,2.587764,2.341806,4.582925,3.288402,.8671005,-.0335568,5.766366,3.186353,44.1178,4.863441
10.45961,-.7039477,4.18662,3.811097,1.386294,3.020425,2.517696,4.597138,3.62966,.7419373,-.0608122,6.440276,3.148453,48.62387,17.67258
10.50974,-.5553312,4.242764,3.594569,1.360977,3.113515,2.251292,4.60517,3.397858,.81315,-.0544562,6.067182,3.086487,44.27901,7.475628
